state,StateAbbr,PlaceName,Population2010,ACCESS2_AdjPrev,BPHIGH_AdjPrev,BPMED_AdjPrev,CANCER_AdjPrev,CHD_AdjPrev,CHECKUP_AdjPrev,CHOLSCREEN_AdjPrev,COLON_SCREEN_AdjPrev,COPD_AdjPrev,COREM_AdjPrev,COREW_AdjPrev,DENTAL_AdjPrev,DIABETES_AdjPrev,HIGHCHOL_AdjPrev,LPA_AdjPrev,MAMMOUSE_AdjPrev,OBESITY_AdjPrev,PAPTEST_AdjPrev,PHLTH_AdjPrev,STROKE_AdjPrev,Geolocation,health_exp,region,division
California,CA,San Mateo,97207,12.2,24.5,51.3,5.7,4.6,65.6,76.7,67.3,4.1,30.5,33.4,71.6,7.9,30.7,18.3,82.1,21.1,83.5,9.4,2.1,"(37.5518226893, -122.312390346)",7549,West,Pacific
California,CA,San Ramon,72148,6.8,25.4,50.4,5.7,4,67.1,76.7,71.8,3.3,32.8,34,78.6,6.6,31.2,14.8,83.7,19.3,85.5,7.3,1.7,"(37.7623705462, -121.938150371)",7549,West,Pacific
California,CA,Santa Ana,324528,31.8,28.6,52.6,4.7,6.3,62.6,72.2,51.3,6,20.8,22.5,50.6,13.4,32.8,32.5,76.1,26.9,75.8,16.9,3.1,"(33.7366948419, -117.881890237)",7549,West,Pacific
California,CA,Santa Barbara,88410,15.6,27.1,51.2,6,5.3,62.1,73.5,65.2,5.1,30.5,31.3,68.7,8.5,31.1,19,80.1,23.7,83.7,11.4,2.4,"(34.4285733874, -119.720187334)",7549,West,Pacific
California,CA,Santa Clara,116468,10.4,25.9,50.3,5.4,4.4,65.9,75.4,65.5,3.9,28.8,31.8,73.5,8.1,31.3,17.8,82,18.1,81.4,8.9,2,"(37.3646197504, -121.967932117)",7549,West,Pacific
California,CA,Santa Clarita,176320,13.8,25.3,49.8,6.1,5.2,66.9,76.1,65.9,4.8,27.9,30,69.4,8.4,34,18.2,81.9,22.7,84.4,10.9,2.3,"(34.4119039185, -118.503504698)",7549,West,Pacific
California,CA,Santa Maria,99553,30.9,29.4,52.5,5.4,6.8,59.5,70.3,53.5,7.1,24.6,24.3,52.3,12.6,32.3,30,74.8,29.3,76.9,17.5,3.3,"(34.9333735757, -120.443326954)",7549,West,Pacific
California,CA,Santa Monica,89736,8.7,25.8,50.2,6.3,4.7,67.8,76.3,68.7,4,29.8,31.7,75.3,7.2,34.1,14.2,83.3,20.3,85.9,8.9,2.1,"(34.0231891612, -118.481563937)",7549,West,Pacific
California,CA,Santa Rosa,167815,15.5,26.3,50.9,6.2,5.4,61.3,74.1,64.5,5.6,30.5,31.1,66.6,8.5,30.7,20.1,80.5,23.2,83.4,11.9,2.5,"(38.4464423102, -122.706005935)",7549,West,Pacific
California,CA,Simi Valley,124237,11.4,27.8,51.5,6,5,62.6,76.6,67.7,4.9,28.7,29.8,70.9,7.7,32.4,18.8,80.9,21.6,84.7,10.1,2.2,"(34.2662462857, -118.748980462)",7549,West,Pacific
California,CA,South Gate,94396,35.7,28,50.5,4.6,6.9,63.5,71.9,49,5.8,19.8,18.5,48.9,15,35.9,31.9,76.5,31.8,78.9,18.6,3.2,"(33.9447322664, -118.192550525)",7549,West,Pacific
California,CA,Stockton,291707,23.4,33.9,56,5.2,6.4,63.2,70.7,56.4,6.7,25.4,23.4,53.5,12.1,35.5,31,76.3,29.4,76.2,15.7,3.4,"(37.9766322679, -121.311121669)",7549,West,Pacific
California,CA,Sunnyvale,140081,10,25.4,50,5.3,4.2,66.2,75.6,66.9,3.5,29.8,33.5,75,7.6,31.1,16.9,82.7,16.9,81.7,8.2,1.9,"(37.3834416566, -122.025624324)",7549,West,Pacific
California,CA,Temecula,100097,11.9,28.2,48.5,6.1,5.1,67.2,75.8,66.7,5,28.6,31.5,69.9,8.2,32.6,19.9,82,24.3,84.1,10.6,2.3,"(33.5029980884, -117.12239028)",7549,West,Pacific
California,CA,Thousand Oaks,126683,10,27.6,51.5,6.2,4.7,63,76.7,69.9,4.4,30.4,31.6,73.7,6.9,32.3,16.8,81.8,20.4,85.6,9.2,2.1,"(34.1917745655, -118.874888411)",7549,West,Pacific
California,CA,Torrance,145438,10.6,24.9,50,5.5,4.4,68.2,75.8,65.9,3.8,27.7,31.1,72,8,34.1,17.4,82.9,17.7,81.7,9,2,"(33.8345985464, -118.341641983)",7549,West,Pacific
California,CA,Tracy,82922,16,30.2,53.2,5.5,5.5,64.2,74,63.6,5.4,27.7,26.9,63.7,9.6,34,24.5,79.7,26.1,82.6,12.1,2.7,"(37.7243277375, -121.444621463)",7549,West,Pacific
California,CA,Turlock,68549,18.1,28.4,52.7,6,6.1,64.5,71.5,62.1,6.5,27.7,28.5,62.1,9.8,32.4,24.1,78.7,28.8,80.4,13.8,2.9,"(37.5052158271, -120.858762412)",7549,West,Pacific
California,CA,Tustin,75540,16.9,26.6,52.2,5.5,5,65.5,74.8,62.7,4.9,26.4,29.7,65.7,9.1,31.5,22.4,80.5,20.5,80.1,11.4,2.4,"(33.7308520326, -117.810730968)",7549,West,Pacific
California,CA,Union City,69516,14,24.2,51.3,4.7,4.4,66.1,73.2,63.2,3.9,29.7,27.4,65.2,9.7,31.5,22.9,79.5,17.3,78.3,10.1,2.2,"(37.6028390812, -122.018966106)",7549,West,Pacific
California,CA,Upland,73732,15.6,27.5,52.1,5.9,5.3,66,72.1,64.4,5.4,31.2,29.6,63.5,9.3,32,20.8,80.8,24.5,83.3,12,2.6,"(34.1178445701, -117.660290062)",7549,West,Pacific
California,CA,Vacaville,92428,12.8,28.2,52.9,6,5.6,64.6,75.2,66.4,5.4,28.7,30.7,67.1,8.9,31.9,19.8,79.2,26.2,83.1,11.3,2.6,"(38.3597235063, -121.96903046)",7549,West,Pacific
California,CA,Vallejo,115942,16.3,31,55.8,5.3,5.5,65.7,73.1,60.8,5.7,25.2,26.6,60.3,11.1,32.6,24.6,77.9,26.6,77.3,12.8,3,"(38.1135329247, -122.235518478)",7549,West,Pacific
California,CA,Victorville,115903,22.8,31.5,54.4,5.6,6.8,64.9,70.1,55.4,7.5,25.8,23,51.2,12.7,33.1,27.8,77,30.4,79.6,16.6,3.6,"(34.5277691103, -117.353855136)",7549,West,Pacific
California,CA,Visalia,124442,19.4,28.9,52.5,5.9,6.1,64.7,69.2,58.5,6.4,27.5,26.7,63.8,10.2,32.9,25.1,76.6,29.4,81.8,14.1,2.9,"(36.3270623157, -119.325273214)",7549,West,Pacific
California,CA,Vista,93834,21.1,27.1,52.2,5.8,6.2,64.6,73.4,59.9,6.5,28,25.4,57.4,10.8,31.4,25.4,76.9,26.3,80.3,14,2.9,"(33.1895481978, -117.238607217)",7549,West,Pacific
California,CA,West Covina,106098,18.8,25.9,50.2,4.9,5,67.1,74.5,59.7,4.2,24.1,26.3,63.8,10.6,34.6,22.8,81.2,22.3,80.4,11.7,2.4,"(34.0554415174, -117.91128206)",7549,West,Pacific
California,CA,Westminster,89701,19.5,27.6,53.3,4.9,5.2,64.6,72.9,54.9,5.5,22.6,26.2,57.3,10.8,32.4,28.7,77.1,18.4,70.4,12.9,2.7,"(33.7521523769, -117.993760054)",7549,West,Pacific
California,CA,Whittier,85331,20.2,25.5,49.2,5.4,5.4,66.2,75,61.8,4.6,26,26.9,64.9,10.3,34.5,21.5,81.2,25.7,84.3,12.4,2.4,"(33.9678255596, -118.018796341)",7549,West,Pacific
Colorado,CO,Arvada,106433,11.8,23.8,51.4,5.9,4.5,60.3,76.2,65.9,4.5,41.6,36.2,69.3,5.8,29.2,14.4,73.3,20,84.5,8.9,2.2,"(39.8308263293, -105.146327974)",6804,West,Mountain
Colorado,CO,Aurora,325078,18.9,28.1,53.7,5.7,5,61.2,73.2,61.1,5.3,38.1,31.6,60.9,8.4,30.7,19.9,71.5,25.8,80.5,11.5,2.8,"(39.7091594781, -104.726526621)",6804,West,Mountain
Colorado,CO,Boulder,97385,10.6,23.1,52.4,6,4.4,58.9,75.1,65.9,4.1,39.2,37.7,73.1,5.4,29.3,11.6,75.4,16.6,84.2,8.8,2.2,"(40.0275510494, -105.25151776)",6804,West,Mountain
Colorado,CO,Centennial,100377,8.4,23.7,50.5,6.1,3.9,62.2,76.5,70,3.6,44.5,38.6,75.4,5.4,29.5,12.2,76,19.3,86.2,7.3,1.9,"(39.592872073, -104.867986891)",6804,West,Mountain
Colorado,CO,Colorado Springs,416427,13.9,27.5,54.6,6,4.9,65,73.6,66.4,4.9,38.2,33.9,65.3,7.1,32.5,17,73.7,23.3,81.6,10.1,2.5,"(38.8672748077, -104.760664479)",6804,West,Mountain
Colorado,CO,Denver,600158,17.8,27.3,51.8,5.7,4.9,59.2,73.8,62.6,4.8,36.7,30.9,63.1,7.7,31.6,16.7,73.7,19.7,81.3,11.1,2.7,"(39.7620283743, -104.876365322)",6804,West,Mountain
Colorado,CO,Fort Collins,143986,11.4,23.9,52,6,4.6,62.8,73.5,65.8,4.6,37.2,31.7,68,6.1,30.6,14.5,74.2,20.1,83.1,9.5,2.3,"(40.5487758924, -105.065904872)",6804,West,Mountain
Colorado,CO,Greeley,92889,20.7,28.1,53.5,5.6,5.3,56.5,70.2,58.9,5.6,35.8,28.6,57.7,7.9,29.1,22.1,69.5,27,79.2,12.1,2.7,"(40.4141369521, -104.771170982)",6804,West,Mountain
Colorado,CO,Lakewood,142980,14.4,24.6,52,5.8,4.6,60,75.3,63.9,4.7,41,35.1,66.5,6.4,29.6,15.7,72.4,20.9,83.2,9.7,2.3,"(39.6976734462, -105.116965444)",6804,West,Mountain
Colorado,CO,Longmont,86270,15.3,22.5,51.7,5.9,4.9,58.4,75.8,62.2,4.9,36.4,35.3,68.2,6.4,29,14.8,73.1,18.2,83.5,10.5,2.5,"(40.1695164708, -105.10195106)",6804,West,Mountain
Colorado,CO,Loveland,66859,11.6,22.9,51.2,6,4.6,62.8,74.8,66,4.8,37,32.2,67.9,6,30.1,15.1,74.2,20.1,83.9,9.5,2.3,"(40.4165693758, -105.061758435)",6804,West,Mountain
Colorado,CO,Pueblo,106595,24.4,29.7,54.3,5.5,5.7,62.5,67.3,53.8,5.8,32.3,31.1,55.3,9.6,34.2,23.8,70.7,30.6,77.9,13.5,3,"(38.2733957251, -104.612001218)",6804,West,Mountain
Colorado,CO,Thornton,118772,16.6,26,49.2,5.9,4.8,58.7,72.4,63.3,4.9,35.6,32.9,66.4,7.5,30.9,18.2,73.8,25.1,82.4,10.2,2.4,"(39.9193994188, -104.944956758)",6804,West,Mountain
Colorado,CO,Westminster,106114,13.6,25.1,50.1,5.9,4.6,59.6,74,65.1,4.6,38.2,34.5,68.6,6.7,30.2,16.1,74.1,22.3,83.4,9.4,2.3,"(39.8838511475, -105.062645316)",6804,West,Mountain
Connecticut,CT,Bridgeport,144229,23,34.4,60.5,5.6,6.5,66.2,76.3,59.4,7.1,27.3,30.2,56.9,12.5,31.4,29.7,77.9,32.5,80.4,14,3.7,"(41.1928054233, -73.196054694)",9859,Northeast,New England
Connecticut,CT,Danbury,80893,15.4,28.3,56.1,6.3,5.5,64.8,78.1,66.3,5.8,32.6,36.9,68,8.5,30.7,22.6,79.3,25.1,83.2,10.4,2.6,"(41.4015898606, -73.470938682)",9859,Northeast,New England
Connecticut,CT,Hartford,124775,24.4,39.5,65.1,5.3,7.2,70.9,74.4,56.5,8,24.2,25,55.3,15.5,36.5,33.8,79,38.6,80.5,16.9,4.4,"(41.7660706419, -72.6834012389)",9859,Northeast,New England
Connecticut,CT,New Britain,73206,18.3,33.4,61.8,6.2,6.4,69.3,75.9,62.2,7.2,29.4,31.3,64.5,11.1,35.9,27.7,79.4,32.4,83,13.7,3.2,"(41.675922654, -72.7861630705)",9859,Northeast,New England
Connecticut,CT,New Haven,129779,17.4,35.8,61.5,5.8,6.2,70.5,75.8,64.2,6.8,31.3,32,64.4,12.3,32.8,28.1,81.9,35.3,82.3,13.1,3.7,"(41.3113869392, -72.9247595793)",9859,Northeast,New England
Connecticut,CT,Norwalk,85603,12.9,28.8,56.9,6.3,5,66.3,78.6,69.1,4.9,33.7,38.7,71.9,8.1,30.4,19.8,81.4,24.6,85.6,9,2.4,"(41.1175631682, -73.4224513123)",9859,Northeast,New England
Connecticut,CT,Stamford,122643,13.3,29.2,57.1,6.2,5,66.2,78.1,68.8,4.9,33.7,38.3,71.5,8.2,30.6,20,81.4,24.2,85.1,9.1,2.4,"(41.1049145013, -73.5589363142)",9859,Northeast,New England
Connecticut,CT,Waterbury,110366,19,32.6,59.6,6.1,6.5,68.5,76.2,63.1,7.5,32.1,33.3,63.6,11.2,32.8,29,79.9,34.5,81.1,13.7,3.4,"(41.5582443266, -73.036129832)",9859,Northeast,New England
Delaware,DE,Wilmington,70851,18.3,39.4,68.5,5.7,6.5,74.4,75.5,62,7.2,28.8,30.4,54.6,13.8,34.2,31.4,82.5,39.3,84.4,14.8,4.2,"(39.7412748227, -75.5418960925)",10254,South,South Atlantic
District of Columbia,DC,Washington,601723,9.9,31.2,59.3,5.7,4.8,72,80,66.9,5.1,31.5,28.7,69.2,10,32.4,20.5,79.9,25.4,86,9.8,3.5,"(38.9099241426, -77.0147205666)",11944,South,South Atlantic
Florida,FL,Boca Raton,84392,15,29.1,60.1,6.7,5.3,71.6,77.4,71.5,5.2,38,34.4,71.9,7.3,35.3,17.6,80.2,20.9,85,9.6,2.2,"(26.3749012715, -80.1078208861)",8076,South,South Atlantic
Florida,FL,Boynton Beach,68217,22.3,33.6,63.5,6.4,6.4,72.8,77.3,64.7,7.3,33.8,29.9,60.4,10.3,35.6,24.5,77.3,26.7,81.3,13.2,3.2,"(26.5279818052, -80.0814660417)",8076,South,South Atlantic
Florida,FL,Cape Coral,154305,20.1,28.2,58.4,6.6,6.2,70.3,74.8,64.7,6.8,34.4,33,62.3,8.6,34,20.8,80.1,25.5,80.5,11.8,2.7,"(26.6448544993, -81.9931108298)",8076,South,South Atlantic
Florida,FL,Clearwater,107685,21.2,30.9,60.5,6.6,6.4,69.8,75.1,64.7,7.3,35.1,34.2,57.4,9.2,34.9,21.9,77.8,28.5,79,12.7,2.9,"(27.9805997919, -82.7544099135)",8076,South,South Atlantic
Florida,FL,Coral Springs,121096,18.2,27.6,60,6.1,5.6,73.9,77,67.2,5.7,31.4,29,67.6,8.9,32.3,20.4,81,24.1,83,10.5,2.6,"(26.2701700158, -80.2592221493)",8076,South,South Atlantic
Florida,FL,Davie,91992,19.3,26.7,58.8,6.2,5.6,72.8,76.4,66.5,5.7,31.9,29.5,67.5,8.7,32.5,20.5,80.4,23.7,82.3,10.6,2.5,"(26.0789340778, -80.2869750311)",8076,South,South Atlantic
Florida,FL,Deerfield Beach,75018,24.3,30.7,62.2,6.3,6.7,72.9,75.6,61.3,7.9,29.6,26.4,57.8,10.6,33.1,25.7,77.6,28.4,78.4,13.9,3.4,"(26.3049966413, -80.1277706584)",8076,South,South Atlantic
Florida,FL,Deltona,85182,23.7,32.2,59.3,6.2,6.7,70.3,74.6,62.8,7.5,33.9,28.5,56.4,10.9,35.8,25.9,74.9,27.3,78.4,13.3,3,"(28.905060048, -81.2134269839)",8076,South,South Atlantic
Florida,FL,Fort Lauderdale,165521,22,31.2,62.6,6.2,6.4,73.6,75.6,64.6,7,31.4,28.6,61.2,10.2,33,23.2,79.9,27.5,80.3,12.5,3.2,"(26.1418205174, -80.1471225502)",8076,South,South Atlantic
Florida,FL,Gainesville,124354,20.4,33.2,63.3,6.3,6.4,70.5,75.4,64.7,7.4,34.4,28.9,58.2,10.1,31.8,22.6,76.1,27.9,77,13.2,3.3,"(29.6817027431, -82.345278266)",8076,South,South Atlantic
Florida,FL,Hialeah,224669,42.8,30,59.9,4.5,7.1,69.5,70.4,51.2,5.8,21.5,19.5,52.3,14.7,35.9,34.7,75,32.2,75.9,16.9,3.1,"(25.869626948, -80.3045294666)",8076,South,South Atlantic
Florida,FL,Hollywood,140768,24.3,29,60.6,6,6.2,72.7,75.3,62.8,6.5,30.3,27.3,61.4,10.2,33.1,24,79,26.8,80.4,12.5,2.9,"(26.0287025703, -80.1683976059)",8076,South,South Atlantic
Florida,FL,Jacksonville,821784,20.2,33,64.3,6.3,6.4,70.6,75.9,65.4,7.4,31.5,29.1,57.7,10.6,34.8,25.5,78.7,30.6,78.6,12.9,3.4,"(30.3319820139, -81.6752266207)",8076,South,South Atlantic
Florida,FL,Lakeland,97422,22.7,34.9,62.9,6.4,6.9,70.6,75,61.9,8.2,32.6,29.9,56.8,10.7,33.7,26,75.9,31.2,77.2,13.8,3.4,"(28.0558482664, -81.9539536462)",8076,South,South Atlantic
Florida,FL,Largo,77648,20.3,30.2,59.7,6.7,6.6,69.3,75.4,63.5,7.8,34.3,33.2,56.7,9,35,22.3,76.5,28,78,13,2.9,"(27.9090907734, -82.7714203383)",8076,South,South Atlantic
Florida,FL,Lauderhill,66887,27,38.2,66.7,5.6,6.9,77.8,76.1,60.9,8.3,25.3,23.2,51.1,14.1,32.5,29.4,80.5,34.7,79.2,15.3,4.5,"(26.1605584187, -80.2241278263)",8076,South,South Atlantic
Florida,FL,Melbourne,76068,18.2,29.4,59.6,6.6,6.2,70.4,74.8,64.9,7.2,33.5,31.2,61.3,9,34.1,22.7,79.2,25,80.6,12,2.9,"(28.1158805782, -80.6508814613)",8076,South,South Atlantic
Florida,FL,Miami,399457,37,32.4,62.3,4.8,7.2,71.1,71.2,53.2,6.6,22,20.3,53.6,14.4,35.6,32.8,75.7,32.1,76.3,16.6,3.6,"(25.782295897, -80.2215647762)",8076,South,South Atlantic
Florida,FL,Miami Beach,87779,23.9,28.5,59.3,5.5,6,71.3,73.4,62.2,5.2,27.3,26.4,66.6,10.3,34.7,23.4,79,25.8,81.1,11.8,2.5,"(25.8167101614, -80.1341952652)",8076,South,South Atlantic
Florida,FL,Miami Gardens,107167,28.9,38.4,66.6,5.1,6.9,77.4,75.2,60.7,7.3,21.1,22.2,53,14.6,33.5,31.4,80.9,35.5,80.1,15.2,4.4,"(25.9432633871, -80.2425332162)",8076,South,South Atlantic
Florida,FL,Miramar,122041,21,31.3,62.3,5.2,5.5,76.5,77.1,66.3,5.1,27.6,26.2,64.5,11.3,31.9,22.4,83.3,27.5,84.5,10.9,3,"(25.9773288233, -80.3357316003)",8076,South,South Atlantic
Florida,FL,Orlando,238300,22.9,33.2,61.7,5.9,6.5,70.5,74.6,63.9,7,27.3,30,57.9,11.2,33.5,26.3,79.8,28.6,79.2,13.2,3.4,"(28.4800646771, -81.3452411179)",8076,South,South Atlantic
Florida,FL,Palm Bay,103190,21.1,30.7,60.4,6.3,6.5,70.7,74.5,63.2,7.6,31.5,29.4,57.6,10.1,34.2,24.9,78.9,27,79.8,13,3.1,"(27.9838255249, -80.6666722846)",8076,South,South Atlantic
Florida,FL,Palm Coast,75180,19.5,30.1,60.9,6.5,6.4,69.6,75.7,65.2,7.3,36.3,28.7,60.7,9.3,33.3,23.2,78.7,26.1,79.3,12.5,2.9,"(29.5405590976, -81.2508206143)",8076,South,South Atlantic
Florida,FL,Pembroke Pines,154750,19.8,27.6,59.5,5.7,5.5,74.5,77.1,66.3,5.1,29.6,26.9,67.6,9.8,32.1,21,81.8,24.7,84.5,10.5,2.5,"(26.0127387534, -80.3384522664)",8076,South,South Atlantic
Florida,FL,Plantation,84955,16.5,27.6,59.9,6.2,5.4,74.4,77.5,68.7,5.3,32.3,30.4,69.5,8.5,32,19,81.9,23.7,84.2,9.9,2.5,"(26.1259853923, -80.2616762465)",8076,South,South Atlantic
Florida,FL,Pompano Beach,99845,26.8,31.7,62.9,6.2,6.8,72.9,74.9,61.8,8,30.1,27.1,55.9,10.9,33.3,26.6,78.1,29.4,78,14.3,3.5,"(26.2428335699, -80.131245161)",8076,South,South Atlantic
Florida,FL,Port St. Lucie,164603,21.1,31,61.7,6.3,6.4,70.9,76.7,65.3,7.2,33.1,31,60.3,9.6,34.4,23.4,78.8,27.3,79.5,12.6,3,"(27.2808680308, -80.3832154574)",8076,South,South Atlantic
Florida,FL,St. Petersburg,244769,19.2,32.4,61.8,6.5,6.4,71.3,75.9,65,7.2,34.3,33.3,57.8,9.7,34.6,21.5,78.7,29,79.9,12.4,3.1,"(27.792894971, -82.6650743239)",8076,South,South Atlantic
Florida,FL,Sunrise,84439,21.4,29.9,61.7,5.8,6,74.8,76.9,63.9,6.3,28.7,26.1,62.6,10.6,32.3,23.5,80.4,27.1,82.2,12,3,"(26.1546878303, -80.299841102)",8076,South,South Atlantic
Florida,FL,Tallahassee,181376,19.3,31.7,64.5,6.3,5.9,72.2,77.8,68.6,6.7,36.1,33.1,63.5,9.9,33.4,21.7,80.2,28.7,80.9,12.1,3.2,"(30.4548951211, -84.2526459938)",8076,South,South Atlantic
Florida,FL,Tampa,335709,22.6,36.3,63.7,6,6.5,70.8,74.9,62.5,7.1,31.1,29.8,56.1,11.5,34.2,23.3,77.6,30.6,79.6,13.4,3.4,"(27.996198041, -82.4450349799)",8076,South,South Atlantic
Florida,FL,West Palm Beach,99919,24,34.4,63.5,6.1,6.5,72.6,76.5,64.6,7,32.9,28.4,59.9,11,35.8,24.9,78,27.2,81.4,13.4,3.3,"(26.7478714655, -80.1337397544)",8076,South,South Atlantic
Georgia,GA,Albany,77434,29.5,45.7,69.3,5.7,7.2,75.8,72.8,60,9.2,29.1,25.6,48.5,15.9,35.5,33.1,78.7,40.4,78.6,17.4,5,"(31.5776036766, -84.1763240815)",6587,South,South Atlantic
Georgia,GA,Athens,115452,23.2,36.6,65.6,5.9,6.4,72.3,73.8,61.5,7.4,32.3,29,58.1,12.3,35.6,26.5,77.9,32.2,79.4,14,3.6,"(33.9508170683, -83.3689417445)",6587,South,South Atlantic
Georgia,GA,Atlanta,420003,19.7,36.1,63.9,5.7,6.1,76.2,78.1,63.3,6.5,29.7,28.1,62.6,13.5,31.7,22.4,80.7,31.6,84.2,12.8,4.1,"(33.7626524683, -84.4231419055)",6587,South,South Atlantic
Georgia,GA,Augusta,195844,24.2,41.9,66.9,5.8,6.7,75.7,74.6,62.7,8,32.4,26.6,53.4,14.4,33.5,28.1,79.9,36,81.9,14.9,4.2,"(33.3644561527, -82.0708396775)",6587,South,South Atlantic
Georgia,GA,Columbus,189885,22.5,38.7,66,5.8,6.3,73.5,76,62.3,7.3,28.6,31.2,58.6,13.3,33.5,25.8,79.7,33.2,82.2,13.8,3.8,"(32.5099614852, -84.8770410586)",6587,South,South Atlantic
Georgia,GA,Johns Creek,76728,10.4,25.8,57.3,5.9,4.2,75.1,80.1,71.3,3.7,37.9,39.4,78.6,7.4,30.7,14.1,82.4,19,86.6,7.3,1.9,"(34.0332991998, -84.2027195506)",6587,South,South Atlantic
Georgia,GA,Macon,91351,30,44,69.2,5.6,7.4,74.3,73,57.9,9.6,29.2,22.9,45.9,16.6,37.3,34.5,76,42.9,77,18.2,5.2,"(32.8320417692, -83.6495823768)",6587,South,South Atlantic
Georgia,GA,Roswell,88346,15.3,26.8,57.9,6.2,4.7,74.1,79.5,70.6,4.4,38.3,38.6,74.8,7.9,30.9,15.7,81.5,23.3,87.1,8.8,2.1,"(34.0391384583, -84.3512225277)",6587,South,South Atlantic
Georgia,GA,Sandy Springs,93853,14.6,28.3,59.5,6.2,4.8,75,79.3,70.1,4.6,38.4,37.7,74,8.2,31.1,15.9,81.4,24.2,86.8,9,2.3,"(33.9366669867, -84.3703197084)",6587,South,South Atlantic
Georgia,GA,Savannah,136286,23.5,39.1,67.3,5.7,6.5,73.7,76.1,62.5,7.6,28.5,25.9,54.3,14,37,26.9,77.5,36,81.5,14.5,4.2,"(32.0283615157, -81.1783435493)",6587,South,South Atlantic
Georgia,GA,Warner Robins,66588,21.7,37.8,64.8,5.9,6.5,75.1,75.9,62.9,7.6,33.4,27.7,57.7,12.5,35,26.9,79.1,33.6,81.9,13.7,3.6,"(32.5985113609, -83.6530271267)",6587,South,South Atlantic
Hawaii,HI,Honolulu,953207,11.4,26.4,57.4,5,4.1,65.5,71.6,63.2,3.7,30.6,32.9,69.8,9.1,30.2,22.2,80,22.1,76.2,8.8,2.5,"(21.4588039305, -157.973296737)",7299,West,Pacific
Idaho,ID,Boise City,205671,16.4,27.6,52.4,6.2,5.4,60.6,70.6,63.3,5,32.3,31.4,66.6,6.9,31.6,16.4,72.3,25.8,78.3,10,2.6,"(43.5984343897, -116.230885189)",6927,West,Mountain
Idaho,ID,Meridian,75092,14.8,26.5,51.6,6.2,5.2,61.1,71.8,64.9,4.7,32.8,32.6,69,6.6,31.1,15.5,73.4,24.8,80.2,9.3,2.4,"(43.6185195383, -116.39758487)",6927,West,Mountain
Idaho,ID,Nampa,81557,27.1,30.8,54.2,5.9,6.5,54.8,64.2,51.2,6.8,29.3,24.1,56,9.2,34.9,23.3,62.8,35.1,70.2,14.1,3.3,"(43.5829315681, -116.564145085)",6927,West,Mountain
Illinois,IL,Arlington Heights,75101,8.1,23.7,57.3,6,4.6,69,75.2,67.8,4.2,38.5,35.1,73.6,6.6,30.3,17,79.8,21.5,83.9,8.1,2,"(42.095623342, -87.9825627457)",8262,Midwest,East North Central
Illinois,IL,Aurora,197899,19.8,29.9,59.7,5.5,6.3,65.3,71.4,56.3,6.1,31.3,25.6,60.5,11.1,33.4,27,72.5,32,80.7,13.2,3.1,"(41.7637750837, -88.2900949057)",8262,Midwest,East North Central
Illinois,IL,Bloomington,76610,10.7,27.8,59.4,6,5.6,65.6,74.2,63,5.6,35.6,30.4,68.1,8.3,33,21.7,76.7,29.1,82,10.3,2.6,"(40.4756778366, -88.9700813515)",8262,Midwest,East North Central
Illinois,IL,Bolingbrook,73366,13.3,30.5,59.9,5.4,5.5,67.1,73.7,61.4,5.1,30.4,25.9,66.4,10.1,32.1,23.8,76.4,31.8,81.7,10.5,2.7,"(41.6911653908, -88.1011218035)",8262,Midwest,East North Central
Illinois,IL,Champaign,81055,12.5,29.6,61.9,5.9,5.6,66.3,72.7,61.5,5.6,36.2,30,64,9.1,33,22.4,76.4,30.2,79.6,10.8,2.8,"(40.1151051361, -88.2729845986)",8262,Midwest,East North Central
Illinois,IL,Chicago,2695598,18.8,31.5,62.9,5.3,6,69.9,72.1,56.9,6.1,29.9,25.3,56.4,12.4,31.5,27.6,77,31.3,78.6,13.5,3.7,"(41.8372950615, -87.6862308732)",8262,Midwest,East North Central
Illinois,IL,Cicero,83891,32.6,28,59,4.8,6.9,65.3,69.4,48.1,6.2,28,21.7,47.4,14,32.7,34.8,72,33.9,75.6,16.6,3.4,"(41.844539143, -87.7592873023)",8262,Midwest,East North Central
Illinois,IL,Decatur,76122,15.7,33.6,63.2,6,6.5,66.4,71,57.5,7.6,33.9,27.7,56.6,10.6,32.8,28.1,73.7,35.3,77.5,13.9,3.4,"(39.8555822645, -88.9336983421)",8262,Midwest,East North Central
Illinois,IL,Elgin,108188,18.4,28.8,59.3,5.5,6,65.7,71,58.1,5.9,33.3,28.1,62.1,10.2,33.1,25.8,72.8,30.8,80.7,12.4,2.8,"(42.0385402472, -88.3224947104)",8262,Midwest,East North Central
Illinois,IL,Evanston,74486,9.3,27.1,60.1,5.8,4.7,70.4,74,66.9,4.2,36.9,32.6,70.7,7.9,30.6,18,80.6,24,83.4,8.7,2.4,"(42.0463099649, -87.6940348773)",8262,Midwest,East North Central
Illinois,IL,Joliet,147433,16.7,30.8,60.2,5.7,6.2,65.5,73,58.5,6.2,30.5,25.4,62.1,10.7,32.5,26.4,74,35.2,80.3,12.6,3,"(41.5206390037, -88.1507097756)",8262,Midwest,East North Central
Illinois,IL,Naperville,141853,7,25.7,57.3,5.8,4.5,67.2,76.1,67.4,3.7,38.3,33.9,76.4,6.7,31.9,15.9,79.7,22.7,85.2,7.4,1.9,"(41.7482001145, -88.1657705099)",8262,Midwest,East North Central
